Time (CET),Team 1,Team 2,Score,date,link,season
5:00 PM,Ilisiakos,Aris BC,62 - 64,"Wednesday, February 6, 2013",https://www.proballers.com/basketball/game/273617/ilisiakos-aris-bc-2013-02-06,2012
5:00 PM,Apollon Patras,Peristeri,86 - 76,"Wednesday, February 6, 2013",https://www.proballers.com/basketball/game/273621/apollon-patras-peristeri-2013-02-06,2012
5:00 PM,Rethymno Cretan Kings,Panathinaikos,58 - 85,"Wednesday, February 6, 2013",https://www.proballers.com/basketball/game/273627/rethymno-cretan-kings-panathinaikos-2013-02-06,2012
5:00 PM,Panelefsiniakos,Kolossos H Hotels,60 - 68,"Wednesday, February 6, 2013",https://www.proballers.com/basketball/game/273615/panelefsiniakos-kolossos-h-hotels-2013-02-06,2012
5:00 PM,Olympiacos,Ikaros Esperos,85 - 63,"Thursday, February 7, 2013",https://www.proballers.com/basketball/game/273625/olympiacos-ikaros-esperos-2013-02-07,2012
8:00 PM,Aris BC,Panelefsiniakos,68 - 55,"Saturday, February 16, 2013",https://www.proballers.com/basketball/game/274289/aris-bc-panelefsiniakos-2013-02-16,2012
8:00 PM,Kavalas,Apollon Patras,85 - 67,"Saturday, February 16, 2013",https://www.proballers.com/basketball/game/274287/kavalas-apollon-patras-2013-02-16,2012
8:00 PM,Panathinaikos,Ikaros Esperos,97 - 72,"Sunday, February 17, 2013",https://www.proballers.com/basketball/game/274299/panathinaikos-ikaros-esperos-2013-02-17,2012
8:00 PM,Peristeri,PAOK,55 - 63,"Sunday, February 17, 2013",https://www.proballers.com/basketball/game/274293/peristeri-paok-2013-02-17,2012
8:00 PM,Kolossos H Hotels,Panionios,65 - 70,"Sunday, February 17, 2013",https://www.proballers.com/basketball/game/274291/kolossos-h-hotels-panionios-2013-02-17,2012
8:00 PM,Rethymno Cretan Kings,Ilisiakos,95 - 68,"Sunday, February 17, 2013",https://www.proballers.com/basketball/game/274295/rethymno-cretan-kings-ilisiakos-2013-02-17,2012
8:00 PM,KAO Dramas,Olympiacos,81 - 91,"Monday, February 18, 2013",https://www.proballers.com/basketball/game/274297/kao-dramas-olympiacos-2013-02-18,2012
8:00 PM,Panionios,Aris BC,82 - 75,"Saturday, February 23, 2013",https://www.proballers.com/basketball/game/274301/panionios-aris-bc-2013-02-23,2012
8:00 PM,Apollon Patras,Kolossos H Hotels,78 - 66,"Saturday, February 23, 2013",https://www.proballers.com/basketball/game/274303/apollon-patras-kolossos-h-hotels-2013-02-23,2012
8:00 PM,PAOK,Kavalas,81 - 69,"Sunday, February 24, 2013",https://www.proballers.com/basketball/game/274305/paok-kavalas-2013-02-24,2012
8:00 PM,Olympiacos,Peristeri,105 - 57,"Sunday, February 24, 2013",https://www.proballers.com/basketball/game/274307/olympiacos-peristeri-2013-02-24,2012
8:00 PM,Ilisiakos,Panathinaikos,62 - 87,"Sunday, February 24, 2013",https://www.proballers.com/basketball/game/274311/ilisiakos-panathinaikos-2013-02-24,2012
8:00 PM,Panelefsiniakos,Rethymno Cretan Kings,90 - 80,"Sunday, February 24, 2013",https://www.proballers.com/basketball/game/274313/panelefsiniakos-rethymno-cretan-kings-2013-02-24,2012
8:00 PM,Ikaros Esperos,KAO Dramas,80 - 74,"Monday, February 25, 2013",https://www.proballers.com/basketball/game/274309/ikaros-esperos-kao-dramas-2013-02-25,2012
8:00 PM,Aris BC,Apollon Patras,68 - 64,"Saturday, March 2, 2013",https://www.proballers.com/basketball/game/274315/aris-bc-apollon-patras-2013-03-02,2012
8:00 PM,Peristeri,Ikaros Esperos,79 - 88,"Saturday, March 2, 2013",https://www.proballers.com/basketball/game/274321/peristeri-ikaros-esperos-2013-03-02,2012
8:00 PM,Ilisiakos,Panelefsiniakos,66 - 63,"Saturday, March 2, 2013",https://www.proballers.com/basketball/game/274327/ilisiakos-panelefsiniakos-2013-03-02,2012
8:00 PM,Kolossos H Hotels,PAOK,65 - 70,"Saturday, March 2, 2013",https://www.proballers.com/basketball/game/274317/kolossos-h-hotels-paok-2013-03-02,2012
8:00 PM,Rethymno Cretan Kings,Panionios,78 - 68,"Saturday, March 2, 2013",https://www.proballers.com/basketball/game/274325/rethymno-cretan-kings-panionios-2013-03-02,2012
8:00 PM,Kavalas,Olympiacos,76 - 94,"Sunday, March 3, 2013",https://www.proballers.com/basketball/game/274319/kavalas-olympiacos-2013-03-03,2012
8:00 PM,Panathinaikos,KAO Dramas,87 - 70,"Monday, March 4, 2013",https://www.proballers.com/basketball/game/274323/panathinaikos-kao-dramas-2013-03-04,2012
8:00 PM,Apollon Patras,Rethymno Cretan Kings,65 - 75,"Wednesday, March 13, 2013",https://www.proballers.com/basketball/game/274339/apollon-patras-rethymno-cretan-kings-2013-03-13,2012
8:00 PM,PAOK,Aris BC,84 - 72,"Saturday, March 16, 2013",https://www.proballers.com/basketball/game/274329/paok-aris-bc-2013-03-16,2012
8:00 PM,KAO Dramas,Peristeri,87 - 75,"Saturday, March 16, 2013",https://www.proballers.com/basketball/game/274335/kao-dramas-peristeri-2013-03-16,2012
8:00 PM,Ikaros Esperos,Kavalas,76 - 73,"Saturday, March 16, 2013",https://www.proballers.com/basketball/game/274333/ikaros-esperos-kavalas-2013-03-16,2012
8:00 PM,Panionios,Ilisiakos,77 - 62,"Sunday, March 17, 2013",https://www.proballers.com/basketball/game/274341/panionios-ilisiakos-2013-03-17,2012
8:00 PM,Olympiacos,Kolossos H Hotels,70 - 65,"Sunday, March 17, 2013",https://www.proballers.com/basketball/game/274331/olympiacos-kolossos-h-hotels-2013-03-17,2012
8:00 PM,Panelefsiniakos,Panathinaikos,59 - 77,"Monday, March 18, 2013",https://www.proballers.com/basketball/game/274337/panelefsiniakos-panathinaikos-2013-03-18,2012
8:00 PM,Rethymno Cretan Kings,PAOK,66 - 64,"Wednesday, March 20, 2013",https://www.proballers.com/basketball/game/274351/rethymno-cretan-kings-paok-2013-03-20,2012
8:00 PM,Ilisiakos,Apollon Patras,75 - 69,"Saturday, March 23, 2013",https://www.proballers.com/basketball/game/274355/ilisiakos-apollon-patras-2013-03-23,2012
8:00 PM,Kolossos H Hotels,Ikaros Esperos,69 - 73,"Saturday, March 23, 2013",https://www.proballers.com/basketball/game/274345/kolossos-h-hotels-ikaros-esperos-2013-03-23,2012
8:00 PM,Kavalas,KAO Dramas,60 - 71,"Saturday, March 23, 2013",https://www.proballers.com/basketball/game/274347/kavalas-kao-dramas-2013-03-23,2012
8:00 PM,Panelefsiniakos,Panionios,76 - 72,"Saturday, March 23, 2013",https://www.proballers.com/basketball/game/274353/panelefsiniakos-panionios-2013-03-23,2012
8:00 PM,Panathinaikos,Peristeri,85 - 60,"Sunday, March 24, 2013",https://www.proballers.com/basketball/game/274349/panathinaikos-peristeri-2013-03-24,2012
8:00 PM,Aris BC,Olympiacos,68 - 84,"Monday, March 25, 2013",https://www.proballers.com/basketball/game/274343/aris-bc-olympiacos-2013-03-25,2012
8:00 PM,KAO Dramas,Kolossos H Hotels,74 - 66,"Saturday, March 30, 2013",https://www.proballers.com/basketball/game/274359/kao-dramas-kolossos-h-hotels-2013-03-30,2012
8:00 PM,Apollon Patras,Panelefsiniakos,68 - 65,"Saturday, March 30, 2013",https://www.proballers.com/basketball/game/274369/apollon-patras-panelefsiniakos-2013-03-30,2012
8:00 PM,Ikaros Esperos,Aris BC,79 - 67,"Saturday, March 30, 2013",https://www.proballers.com/basketball/game/274357/ikaros-esperos-aris-bc-2013-03-30,2012
8:00 PM,Panionios,Panathinaikos,63 - 56,"Sunday, March 31, 2013",https://www.proballers.com/basketball/game/274363/panionios-panathinaikos-2013-03-31,2012
8:00 PM,Peristeri,Kavalas,81 - 72,"Sunday, March 31, 2013",https://www.proballers.com/basketball/game/274361/peristeri-kavalas-2013-03-31,2012
8:00 PM,PAOK,Ilisiakos,73 - 69,"Sunday, March 31, 2013",https://www.proballers.com/basketball/game/274367/paok-ilisiakos-2013-03-31,2012
8:00 PM,Olympiacos,Rethymno Cretan Kings,88 - 73,"Monday, April 1, 2013",https://www.proballers.com/basketball/game/274365/olympiacos-rethymno-cretan-kings-2013-04-01,2012
12:00 PM,Aris BC,KAO Dramas,85 - 73,"Saturday, April 6, 2013",https://www.proballers.com/basketball/game/274371/aris-bc-kao-dramas-2013-04-06,2012
8:00 PM,Panionios,Apollon Patras,80 - 78,"Saturday, April 6, 2013",https://www.proballers.com/basketball/game/274383/panionios-apollon-patras-2013-04-06,2012
8:00 PM,Kolossos H Hotels,Peristeri,77 - 67,"Saturday, April 6, 2013",https://www.proballers.com/basketball/game/274373/kolossos-h-hotels-peristeri-2013-04-06,2012
8:00 PM,Rethymno Cretan Kings,Ikaros Esperos,68 - 66,"Saturday, April 6, 2013",https://www.proballers.com/basketball/game/274377/rethymno-cretan-kings-ikaros-esperos-2013-04-06,2012
8:00 PM,Panelefsiniakos,PAOK,67 - 54,"Tuesday, April 16, 2013",https://www.proballers.com/basketball/game/274381/panelefsiniakos-paok-2013-04-16,2012
8:00 PM,Peristeri,Aris BC,57 - 68,"Saturday, April 20, 2013",https://www.proballers.com/basketball/game/274385/peristeri-aris-bc-2013-04-20,2012
8:00 PM,PAOK,Panionios,59 - 66,"Saturday, April 20, 2013",https://www.proballers.com/basketball/game/274397/paok-panionios-2013-04-20,2012
8:00 PM,KAO Dramas,Rethymno Cretan Kings,84 - 80,"Saturday, April 20, 2013",https://www.proballers.com/basketball/game/274391/kao-dramas-rethymno-cretan-kings-2013-04-20,2012
8:00 PM,Kavalas,Kolossos H Hotels,66 - 70,"Saturday, April 20, 2013",https://www.proballers.com/basketball/game/274387/kavalas-kolossos-h-hotels-2013-04-20,2012
8:00 PM,Ikaros Esperos,Ilisiakos,86 - 71,"Saturday, April 20, 2013",https://www.proballers.com/basketball/game/274393/ikaros-esperos-ilisiakos-2013-04-20,2012
8:00 PM,Olympiacos,Panelefsiniakos,85 - 60,"Monday, April 22, 2013",https://www.proballers.com/basketball/game/274395/olympiacos-panelefsiniakos-2013-04-22,2012
8:00 PM,Apollon Patras,PAOK,87 - 83,"Sunday, April 28, 2013",https://www.proballers.com/basketball/game/274411/apollon-patras-paok-2013-04-28,2012
10:00 AM,PAOK,Kolossos H Hotels,88 - 81,"Saturday, October 12, 2013",https://www.proballers.com/basketball/game/279393/paok-kolossos-h-hotels-2013-10-12,2013
10:00 AM,KAO Dramas,Aris BC,58 - 66,"Saturday, October 12, 2013",https://www.proballers.com/basketball/game/279381/kao-dramas-aris-bc-2013-10-12,2013
10:00 AM,Trikalla,Nea Kiffisia,64 - 69,"Saturday, October 12, 2013",https://www.proballers.com/basketball/game/279383/trikalla-nea-kiffisia-2013-10-12,2013
10:00 AM,Apollon Patras,Ilisiakos,80 - 65,"Sunday, October 13, 2013",https://www.proballers.com/basketball/game/279389/apollon-patras-ilisiakos-2013-10-13,2013
10:00 AM,Rethymno Cretan Kings,Ikaros Esperos,82 - 77,"Sunday, October 13, 2013",https://www.proballers.com/basketball/game/279391/rethymno-cretan-kings-ikaros-esperos-2013-10-13,2013
10:00 AM,Panelefsiniakos,Panionios,72 - 74,"Sunday, October 13, 2013",https://www.proballers.com/basketball/game/279385/panelefsiniakos-panionios-2013-10-13,2013
10:00 AM,Olympiacos,Panathinaikos,55 - 45,"Monday, October 14, 2013",https://www.proballers.com/basketball/game/279387/olympiacos-panathinaikos-2013-10-14,2013
8:00 PM,Aris BC,PAOK,75 - 79,"Saturday, October 19, 2013",https://www.proballers.com/basketball/game/279875/aris-bc-paok-2013-10-19,2013
8:00 PM,Panionios,Trikalla,69 - 62,"Saturday, October 19, 2013",https://www.proballers.com/basketball/game/279865/panionios-trikalla-2013-10-19,2013
8:00 PM,Kolossos H Hotels,Rethymno Cretan Kings,66 - 76,"Saturday, October 19, 2013",https://www.proballers.com/basketball/game/279873/kolossos-h-hotels-rethymno-cretan-kings-2013-10-19,2013
8:00 PM,Ilisiakos,Olympiacos,57 - 78,"Sunday, October 20, 2013",https://www.proballers.com/basketball/game/279869/ilisiakos-olympiacos-2013-10-20,2013
8:00 PM,Ikaros Esperos,Apollon Patras,72 - 64,"Sunday, October 20, 2013",https://www.proballers.com/basketball/game/279871/ikaros-esperos-apollon-patras-2013-10-20,2013
8:00 PM,Nea Kiffisia,KAO Dramas,84 - 95,"Sunday, October 20, 2013",https://www.proballers.com/basketball/game/279863/nea-kiffisia-kao-dramas-2013-10-20,2013
8:00 PM,Panathinaikos,Panelefsiniakos,74 - 35,"Monday, October 21, 2013",https://www.proballers.com/basketball/game/279867/panathinaikos-panelefsiniakos-2013-10-21,2013
10:00 AM,Aris BC,Nea Kiffisia,67 - 65,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279889/aris-bc-nea-kiffisia-2013-10-26,2013
10:00 AM,Olympiacos,Ikaros Esperos,99 - 61,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279883/olympiacos-ikaros-esperos-2013-10-26,2013
10:00 AM,KAO Dramas,Panionios,76 - 63,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279877/kao-dramas-panionios-2013-10-26,2013
10:00 AM,Apollon Patras,Kolossos H Hotels,76 - 66,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279885/apollon-patras-kolossos-h-hotels-2013-10-26,2013
10:00 AM,Rethymno Cretan Kings,PAOK,64 - 81,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279887/rethymno-cretan-kings-paok-2013-10-26,2013
10:00 AM,Panelefsiniakos,Ilisiakos,73 - 58,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279881/panelefsiniakos-ilisiakos-2013-10-26,2013
10:00 AM,Trikalla,Panathinaikos,68 - 88,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279879/trikalla-panathinaikos-2013-10-26,2013
10:00 AM,Panionios,Nea Kiffisia,64 - 39,"Saturday, November 2, 2013",https://www.proballers.com/basketball/game/279901/panionios-nea-kiffisia-2013-11-02,2013
10:00 AM,Panathinaikos,KAO Dramas,93 - 72,"Saturday, November 2, 2013",https://www.proballers.com/basketball/game/279903/panathinaikos-kao-dramas-2013-11-02,2013
10:00 AM,PAOK,Apollon Patras,78 - 74,"Saturday, November 2, 2013",https://www.proballers.com/basketball/game/279897/paok-apollon-patras-2013-11-02,2013
10:00 AM,Ilisiakos,Trikalla,69 - 59,"Saturday, November 2, 2013",https://www.proballers.com/basketball/game/279891/ilisiakos-trikalla-2013-11-02,2013
10:00 AM,Kolossos H Hotels,Olympiacos,61 - 94,"Saturday, November 2, 2013",https://www.proballers.com/basketball/game/279895/kolossos-h-hotels-olympiacos-2013-11-02,2013
10:00 AM,Rethymno Cretan Kings,Aris BC,84 - 77,"Saturday, November 2, 2013",https://www.proballers.com/basketball/game/279899/rethymno-cretan-kings-aris-bc-2013-11-02,2013
10:00 AM,Ikaros Esperos,Panelefsiniakos,74 - 84,"Saturday, November 2, 2013",https://www.proballers.com/basketball/game/279893/ikaros-esperos-panelefsiniakos-2013-11-02,2013
10:00 AM,Aris BC,Panionios,63 - 65,"Saturday, November 9, 2013",https://www.proballers.com/basketball/game/279915/aris-bc-panionios-2013-11-09,2013
10:00 AM,Olympiacos,PAOK,78 - 70,"Saturday, November 9, 2013",https://www.proballers.com/basketball/game/279911/olympiacos-paok-2013-11-09,2013
10:00 AM,KAO Dramas,Ilisiakos,76 - 73,"Saturday, November 9, 2013",https://www.proballers.com/basketball/game/279905/kao-dramas-ilisiakos-2013-11-09,2013
10:00 AM,Apollon Patras,Rethymno Cretan Kings,82 - 73,"Saturday, November 9, 2013",https://www.proballers.com/basketball/game/279913/apollon-patras-rethymno-cretan-kings-2013-11-09,2013
10:00 AM,Panelefsiniakos,Kolossos H Hotels,97 - 69,"Saturday, November 9, 2013",https://www.proballers.com/basketball/game/279909/panelefsiniakos-kolossos-h-hotels-2013-11-09,2013
10:00 AM,Nea Kiffisia,Panathinaikos,65 - 88,"Saturday, November 9, 2013",https://www.proballers.com/basketball/game/279917/nea-kiffisia-panathinaikos-2013-11-09,2013
10:00 AM,Trikalla,Ikaros Esperos,100 - 65,"Saturday, November 9, 2013",https://www.proballers.com/basketball/game/279907/trikalla-ikaros-esperos-2013-11-09,2013
11:00 AM,Panathinaikos,Panionios,90 - 65,"Saturday, November 16, 2013",https://www.proballers.com/basketball/game/279931/panathinaikos-panionios-2013-11-16,2013
11:00 AM,PAOK,Panelefsiniakos,81 - 72,"Saturday, November 16, 2013",https://www.proballers.com/basketball/game/279923/paok-panelefsiniakos-2013-11-16,2013
11:00 AM,Ilisiakos,Nea Kiffisia,71 - 65,"Saturday, November 16, 2013",https://www.proballers.com/basketball/game/279929/ilisiakos-nea-kiffisia-2013-11-16,2013
11:00 AM,Apollon Patras,Aris BC,76 - 78,"Saturday, November 16, 2013",https://www.proballers.com/basketball/game/279927/apollon-patras-aris-bc-2013-11-16,2013
11:00 AM,Kolossos H Hotels,Trikalla,76 - 72,"Saturday, November 16, 2013",https://www.proballers.com/basketball/game/279921/kolossos-h-hotels-trikalla-2013-11-16,2013
11:00 AM,Rethymno Cretan Kings,Olympiacos,79 - 103,"Saturday, November 16, 2013",https://www.proballers.com/basketball/game/279925/rethymno-cretan-kings-olympiacos-2013-11-16,2013
11:00 AM,Ikaros Esperos,KAO Dramas,89 - 73,"Saturday, November 16, 2013",https://www.proballers.com/basketball/game/279919/ikaros-esperos-kao-dramas-2013-11-16,2013
10:00 AM,PAOK,Kolossos H Hotels,88 - 81,"Saturday, October 12, 2013",https://www.proballers.com/basketball/game/279393/paok-kolossos-h-hotels-2013-10-12,2013
10:00 AM,KAO Dramas,Aris BC,58 - 66,"Saturday, October 12, 2013",https://www.proballers.com/basketball/game/279381/kao-dramas-aris-bc-2013-10-12,2013
10:00 AM,Trikalla,Nea Kiffisia,64 - 69,"Saturday, October 12, 2013",https://www.proballers.com/basketball/game/279383/trikalla-nea-kiffisia-2013-10-12,2013
10:00 AM,Apollon Patras,Ilisiakos,80 - 65,"Sunday, October 13, 2013",https://www.proballers.com/basketball/game/279389/apollon-patras-ilisiakos-2013-10-13,2013
10:00 AM,Rethymno Cretan Kings,Ikaros Esperos,82 - 77,"Sunday, October 13, 2013",https://www.proballers.com/basketball/game/279391/rethymno-cretan-kings-ikaros-esperos-2013-10-13,2013
10:00 AM,Panelefsiniakos,Panionios,72 - 74,"Sunday, October 13, 2013",https://www.proballers.com/basketball/game/279385/panelefsiniakos-panionios-2013-10-13,2013
10:00 AM,Olympiacos,Panathinaikos,55 - 45,"Monday, October 14, 2013",https://www.proballers.com/basketball/game/279387/olympiacos-panathinaikos-2013-10-14,2013
8:00 PM,Aris BC,PAOK,75 - 79,"Saturday, October 19, 2013",https://www.proballers.com/basketball/game/279875/aris-bc-paok-2013-10-19,2013
8:00 PM,Panionios,Trikalla,69 - 62,"Saturday, October 19, 2013",https://www.proballers.com/basketball/game/279865/panionios-trikalla-2013-10-19,2013
8:00 PM,Kolossos H Hotels,Rethymno Cretan Kings,66 - 76,"Saturday, October 19, 2013",https://www.proballers.com/basketball/game/279873/kolossos-h-hotels-rethymno-cretan-kings-2013-10-19,2013
8:00 PM,Ilisiakos,Olympiacos,57 - 78,"Sunday, October 20, 2013",https://www.proballers.com/basketball/game/279869/ilisiakos-olympiacos-2013-10-20,2013
8:00 PM,Ikaros Esperos,Apollon Patras,72 - 64,"Sunday, October 20, 2013",https://www.proballers.com/basketball/game/279871/ikaros-esperos-apollon-patras-2013-10-20,2013
8:00 PM,Nea Kiffisia,KAO Dramas,84 - 95,"Sunday, October 20, 2013",https://www.proballers.com/basketball/game/279863/nea-kiffisia-kao-dramas-2013-10-20,2013
8:00 PM,Panathinaikos,Panelefsiniakos,74 - 35,"Monday, October 21, 2013",https://www.proballers.com/basketball/game/279867/panathinaikos-panelefsiniakos-2013-10-21,2013
10:00 AM,Aris BC,Nea Kiffisia,67 - 65,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279889/aris-bc-nea-kiffisia-2013-10-26,2013
10:00 AM,Olympiacos,Ikaros Esperos,99 - 61,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279883/olympiacos-ikaros-esperos-2013-10-26,2013
10:00 AM,KAO Dramas,Panionios,76 - 63,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279877/kao-dramas-panionios-2013-10-26,2013
10:00 AM,Apollon Patras,Kolossos H Hotels,76 - 66,"Saturday, October 26, 2013",https://www.proballers.com/basketball/game/279885/apollon-patras-kolossos-h-hotels-2013-10-26,2013
